dept_code,course_code,course_name,credits,type
CS,CS6013,Advanced Compiler Design,12,Theory
CS,CS6210,Performance Evaluation of Computer Systems,12,Theory
CS,CS2222,Advanced Programming Techniques,12,Theory
CS,ID5001W,Machine Learning  and its applications,9,Theory
CS,ID6001W,Applied Deep Learning,12,Theory
CS,ID6002W,Online and Reinforcement Learning,12,Theory
CS,ID5002W,Industrial AI Laboratory,6,Lab
CS,ID5003W,Industrial AI at Scale Laboratory,6,Lab
CS,ID5004W,"AI in Predictive Maintenance, Reliability and Warranty",10,Theory
CS,ID6003W,AI in Process & Logistic  Optimization,10,Theory
CS,ID6004W,Industrial Vision AI,10,Theory
CS,ID6005W,Project I,25,Practical
CS,ID6010W,Project II,35,Practical
CS,ID6015W,Project III,35,Practical
CS,CS5205,Internet of Things: Protocols and Programming,12,Theory
CS,CS6101,Parameterized Algorithms,12,Theory
CS,CS6691,Deployability Aspects of Machine Learning,12,Theory
CS,CS6790,Geometry & Photometry-based Computer Vision,12,Theory
CS,CS8852,Topics in Semantic Web,12,
CY,CYPCT0,Preparatory Course Theory,9,Theory
CY,CYPCL0,Preparatory Course Lab,4,Lab
CY,CY1050,Macromolecules as Engineering Materials,9,Theory
CY,ID6030,An introduction to Nanoscience and Nanotechnology,9,Theory
CY,CY7440,Luminescence Spectroscopy,9,Theory
CY,CY5017,Principles of Quantum Mechanics,10,Theory
CY,CY5022,Inorganic Chemistry Laboratory,3,Lab
CY,CY5024,Physical Chemistry Laboratory,3,Lab
CY,CY6116,Advanced Solution Thermodynamics,9,Theory
CY,CY6011,Solid State Chemistry,9,Theory
CY,CY6118,Experimental Methods in Chemistry,9,Theory
CY,CY6106,Organometallic Chemistry for Organic Synthesis,9,Theory
CY,CY6102,Advanced Bioinorganic Chemistry,9,Theory
CY,CY6998,Elect-chem. Approaches to Functional Supramolecular Sys.,9,Theory
CY,CY2010,Kinetics and Catalysis,9,Theory
CY,CY5014,Reactive Intermediates and Concerted Reactions,9,Theory
CY,CY6125,Functional Organic Materials,9,Theory
CY,CY6120,Molecular and Statistical Reaction Dynamics and Scattering,9,Theory
CY,CY5013,Conceptual Organic Chemistry,9,Theory
CY,CY5015,Classical and Statistical Thermodynamics,9,Theory
CY,CY5019,Organometallic Chemistry,9,Theory
CY,CY5021,Introductory Computational Chemistry Laboratory,3,Lab
CY,CY5011,Transition Metal and Bioinorganic Chemistry,9,Theory
CY,CY5023,Organic Chemistry Laboratory,3,Lab
CY,CY5012,Main Group Chemistry and Spectroscopic Characterization of Inorganic Compounds,9,Theory
CY,CY6126,Green Organic Synthesis: Principles and Applications,9,Theory
CY,CY6019,Modern Synthetic Methodology in Organic Chemistry,9,Theory
CY,CY6017,Optical and Magnetic Resonance Spectroscopy,9,Theory
CY,CY6015,Electrochemistry: Fundamentals and Applications,9,Theory
CY,CY6013,Spectroscopy-Applications in Organic Chemistry,9,Theory
CY,CY5020,"Analytical Chemistry: Principles, Practices and Applications",9,Theory
CY,CY5018,Chemical Bonding and Group Theory,9,Theory
CY,CY5016,Kinetics and Reaction Dynamics,9,Theory
CY,CY6023,New Methods and Strategies in Organic Synthesis,9,Theory
CY,CY6025+,Project II,18,Practical
CY,CY6123,Asymmetric Organic synthesis,9,Theory
CY,CY6124,Organic Photochemistry: Principles and Applications,9,Theory
CY,CA5560,Project I,25,Practical
CY,CY6999,Special Topics in Chemistry,9,
CY,CY6117,Advanced Optical Spectroscopy,9,Theory
CY,CY6129,Advanced Methods in Experimental Physical Chemistry,9,Theory
CY,CY6128,Computational Quantum Chemistry and Molecular Simulations,9,Theory
CY,CY6127,Chemical Processes at Surfaces and Interfaces,9,Theory
CY,CY6119,Group Theory and Molecular Spectroscopy,9,Theory
CY,CA5060,Seminar,3,
CY,CY6107,Heterocyclic Chemistry,9,Theory
CY,CY7001,Photoinduced Electron & Energy Transfer Reactions,9,Theory
CY,CY6104,Molecular Clusters,9,Theory
CY,CY6103,Chemistry of Crystaline Inorganic Solid State Materials,9,Theory
CY,CY6026,Project II,18,Practical
CY,CY6105,Supramolecular Chemistry,9,Theory
CY,CY6101,Magnetic Resonance Imaging,9,Theory
CY,CY6108,Medicinal Chemistry,9,Theory
CY,CY6113,Chemistry of Macromolecules,9,Theory
CY,CY6110,Stereoselective Synthesis of Natural Products,9,Theory
CY,CY1002,Chemistry Lab I,3,Lab
CY,CY1001,"Chemistry I: Structure, Bonding & Reactivity",10,Theory
CY,CY7999,Special Topics in Chemistry-II,9,
CY,CYPCT0-I,Preparatory Course Theory-I,6,Theory
CY,CYPCL0 -II,Preparatory Course Lab-II,2,Lab
CY,CYPCL0-I,Preparatory Course Lab-I,2,Lab
CY,CYPCT0-II,Preparatory Course Theory-II,3,Theory
CY,CY6025,Project I,9,Practical
CY,CY6021,Introduction to Research,0,Theory
CY,CY1051,Chemistry II: Introduction to Spectroscopic Methods​,9,Theory
CY,CY1001#,"Chemistry I: Structure, Bonding & Reactivity",10,Theory
ED,ED3170,"Programming, Computing and Graphics using Python",9,Theory
ED,ID5690,Project I,20,Practical
ED,ID5691,Project II,23,Practical
ED,ID5692,Project III,42,Practical
ED,ED5120,Seminar,3,
ED,ED5314,"Design, Analysis and Control of Robot Manipulators",9,Theory
ED,ED5320,Design of Biophotonics Devices,9,Theory
ED,ED2040,Control Systems,12,Theory
ED,ED5335,"Data Structures, Algorithms and Advanced Visualization",11,Theory
ED,ED5330W,Control of Automotive Systems,9,Theory
ED,ED5270,Motorcycle Dynamics,9,Theory
ED,ED5220,Vehicle Dynamics,12,Theory
ED,ED5240,Tyre Mehcanics,9,Theory
ED,ED5040,"Human Anatomy, Physiology & Biomechanics",12,Theory
ED,ED6001,Medical Image Analysis,12,Theory
ED,ED6002,Optimization methods in Engineering Design,9,Theory
ED,ED5050,Structural & Component Design of Vehicles,12,Theory
ED,ED5330,Control of Automotive Systems,9,Theory
ED,ED5030,Comp. Methods for Biomedical Design,9,Theory
ED,ED5311,Medical Device Innovation,9,Theory
ED,ED5312,Materials & Manufacturing for Automotive Industry,9,Theory
ED,ED5060,Medical Equipment Dissection Lab,3,Lab
ED,ED3010,Human Factors in Design (L&P),9,Theory
ED,ED5317,Strategies for Managing innovation,9,Theory
ED,ED5318,Biomimetic Design,9,Theory
ED,ED3040,Aesthetics in Design,9,Theory
ED,ED5053,Mechanics of Materials with Microstructure,9,Theory
ED,ED5070,Design of Monitoring and Diagnostic System (L&P),12,Theory
ED,ED1021,Introduction to Computation and Visualization,9,Theory
ED,ED5321,Science of musical instruments,9,Theory
ED,ED2011,Design of Mechanical Systems 1,15,Theory
ED,ED2012,Manufacturing Processes,6,Theory
ED,ED1090,German I,9,Theory
ED,ED1091,Japanese Language,9,Oral
ED,ED5011,Energy Storage Devices and Systems,9,Theory
ED,ED5014,Energy Storage Devices and Systems,9,Theory
ED,ED5013,Analytical and Experimental Techniques in Vibration,9,Theory
ED,ED5015,Computational Methods in Design,10,Theory
ED,ED4060,Design of Mechanical Systems 2,15,Theory
ED,ED4040,Design of Thermal and Fluid Systems,15,Theory
ED,ED5012,Advanced Applications of Human Factors,9,Theory
ED,ED1033,Form and Aesthetics in Design I,6,Lab
ED,ED5017,Digital Signal Processing for Engineering Design,10,Theory
ED,ED2130,Analog and Digital Electronics,13,Theory
ED,ED5316,Antenna Theory and Design,10,Theory
ED,ED5511,Lasers in Measurements and Micro-Manufacturing,9,Theory
ED,ED5080,Mechatronics System Design,9,Theory
ED,ED5340,Data Science: Theory and practice,12,Theory
ED,ED5315,Introduction to Field and Service Robotics,9,Theory
ED,ED5313,Biomedical Signal and Image Processing,9,Theory
ED,ID5030,Machine Learning for Engineering and Science Applications,10,Theory
ED,ED5020,Design of Implantable and Surgical Devices,9,Theory
ED,ED1092,Japanese Language II,9,Theory
ED,ED6005,Deep Learning for Medical Image Analysis,12,Theory
ED,ED6004,Special topics in engineering optimization,9,Theory
ED,ED5018,Business Excellence and Quality Management,9,Theory
ED,ED5019,Medical Image Reconstruction,10,Theory
ED,ED6006,Advanced topics in the mechanics of robots,9,Theory
ED,ED6999,Special Topics in Engineering Design,9,Oral
ED,ED7999,Special Topics in Engineering Design,9,Oral
ED,ID6040,Introduction to Robotics,12,Theory
ED,GN5003,Personal and Professional Growth,0,Oral
ED,ED6007,Mechanics and Control of Serial Robots,12,Theory
ED,ED5220W,Vehicle Dynamics,12,Theory
ED,ID6100,Robotics Laboratory,6,Lab
ED,ED5016,Bio-MEMS and Bio-NEMS: Devices and Applications,9,Theory
ED,ED5052,Electromagnetic Compatibility for Product Design,11,Theory
ED,ED1034,Form and Aesthetics in Design II,6,Lab
ED,ED2141,Physics of Measurement,9,Theory
ED,ED5601,Project I (Industry),40,Practical
ED,ED5602,Project II,20,Practical
ED,ED5603,Project III,35,Practical
ED,ID6015,Advances in Machine Learning Solutions for Engineering Problems,10,Theory
ED,ED2090,Geometric Modelling and CAD,12,Theory
ED,ED5310,Algorithms in Computational Geometry,9,Theory
ED,ED5160,Fundamentals of Automotive Systems,15,Theory
ED,ED6021,Introduction to Research,0,Oral
ED,ED5235,Power Electronics and Motor Drives for Electrified Vehicles,9,Theory
ED,ED1031,Creative Design,6,Lab
ED,ED5515,Fundamentals of Thermal Management in Electric Vehicles,9,Theory
ED,ED3130,Controls Lab,6,Lab
ED,ED4110,Vehicle Dynamics Lab,6,Lab
ED,ED2220,Mechanics and Design of Mechanisms,12,Theory
ED,ED3030,Detail Design,12,Theory
ED,ED1011,Functional and Conceptual Design,9,Theory
EE,EE2005,Electrical Machines and Lab,15,Theory
EE,EE5347,Quantum Photonics Devices and Technology,12,Theory
EE,EE6432,Stochastic Control,12,Theory
EE,EE6347,Devices and technologies for AI and neuromorphic computing,9,Theory
EE,EE5500,Introduction to Photonics,9,Theory
EE,EE5153,Foundations of Optical Networking,12,Theory
EE,EE6504,Optical Communication Networks,9,Theory
EE,EE5112W,Detection Theory,12,Theory
EE,EE5111W,Estimation Theory,12,Theory
EE,EE5331,DSP Architectures & Embedded Systems,12,Theory
EE,EE5505W,Wave Propagation in Communication,9,Theory
EE,EE6130W,Advanced Topics in Signal Processing,9,Theory
EE,EE5175W,Image Signal Processing,12,Theory
EE,EE5320W,Analog IC Design,12,Theory
EE,EE6321W,VLSI Data Conversion Circuits,12,Theory
EE,EE6901W,M.Tech Project 1,25,Practical
EE,EE6902W,M.Tech Project 2,30,Practical
EE,EE6903W,M.Tech Project 3,30,Practical
EE,EE5320,Analog IC Design,12,Theory
EE,EE5321,Active Filter Design,9,Theory
EE,EE5323,Advanced Electrical Networks,12,Theory
EE,EE5411,Synthesis of Control Systems,12,Theory
EE,EE6433,Distributed Optimization for Control,12,Theory
EE,EE6320,RF Integrated Circuits,12,Theory
EE,ID5840,Quantum Integer Programming,9,Theory
EE,EE5332W,Mapping Signal Processing Algorithms to DSP Architectures,12,Theory
EE,EE6999*,Special Topics in Electrical Engineering,9,Oral
EE,EE6415,Nonlinear Systems Analysis,12,Theory
EE,EE6324W,Phase-Locked Loops,12,Theory
EE,EE6502,Optical Signal Processing and Quantum Communication,9,Theory
EE,EE6322W,VLSI Broadband Communication Circuits,12,Theory
EE,EE3500,Industrial Training (summer),0,Oral
EE,EE5470,Digital Tech.in TV Engg,9,Theory
EE,NUS210,Feedback Control Systems,12,Theory
EE,NUS230,Microsystems Design and Applications,12,Theory
EE,EE6346,Advanced CMOS Devices and Technology,9,Theory
EE,BT1020,Material and Energy Balances,11,Theory
EE,EE5325W,Power Management Integrated Circuits,12,Theory
EE,EE6132W,Advanced Topics in Signal Processing,9,Theory
EE,EE6143W,Advanced Topics in Communications,9,Theory
EE,EE2003,Computer Organization,12,Theory
EE,EE3002,Analog Circuits,10,Theory
EE,EE4140,Digital Communication Systems,10,Theory
EE,EE4900,B.Tech Project,27,Practical
EE,EE5002,Analysis of Networks & Systems,12,Theory
EE,EE5011,Computer Methods in Electrical Engineering,12,Theory
EE,EE5110,Probability Foundations for Electrical Engineers,12,Theory
EE,EE5130,Digital Signal Processing,12,Theory
EE,EE5140,Digital Modulation and Coding,12,Theory
EE,EE5141,Introduction to Wireless and Cellular Communication,12,Theory
EE,EE5170,Speech Signal Processing,12,Theory
EE,EE5202,Computer Aided Design of Electrical Machines,9,Theory
EE,EE5261,Flexible AC Transmission Systems,9,Theory
EE,EE5313,Semiconductor Device Modelling,12,Theory
EE,EE5330,Computer-Aided Design and Analysis of Digital ICs,12,Theory
EE,EE5342,Compound Semiconductors - Properties and Applications,9,Theory
EE,EE5412,Mathematical Methods in System Engineering,12,Theory
EE,EE5502,Optical Engineering,12,Theory
EE,EE5702,Power Laboratory,6,Lab
EE,EE5703,VLSI Design Laboratory,6,Lab
EE,EE6142,Advanced Topics in Communications,9,Theory
EE,EE6150,Stochastic Modeling and the Theory of Queues,12,Theory
EE,EE6151,Advanced Topics in Networks,9,Theory
EE,EE6200,Power Electronic Control of Electric Machines,9,Theory
EE,EE6254,Advanced Topics in Electrical Insulation,9,Theory
EE,EE6322,VLSI Broadband Communication Circuits,12,Theory
EE,EE6360,Advanced topics in VLSI,9,Theory
EE,EE6361,Advanced Topics in VLSI,9,Theory
EE,EE6492,Advanced Topics in Instrumentation,9,Theory
EE,EE5142,Introduction to Information Theory and Coding,12,Theory
EE,EE5120,Applied Linear Algebra I for EE,12,Theory
EE,EE5176,Computational Photography,12,Theory
EE,EE5212,Digital Controller for power Applications,9,Oral
EE,EE6261,Restructured power systems,9,Theory
EE,EE6010,Smart Power Grids,9,Theory
EE,IG6001,GIAN 151003D01: Millimeter Wave Integrated Circuits: 60GHz and Beyond,6,Theory
EE,EE7041,Biomedical Engineering,6,Oral
EE,EE2015,Electric Circuits & Networks,11,Theory
EE,EE2016,Microprocessor Theory+Lab,12,Theory
EE,EE6013,GIAN151003D03: Coherent Optical Communication,6,Theory
EE,EE5154,Complex Network Analysis,12,Theory
EE,EE6262,Advanced Motor Control,9,Theory
EE,EE6511,Distributed Fiber Sensors and its Applications,6,Theory
EE,EE6509,Fiber Lasers and Applications,6,Theory
EE,EE6350,Analysis of noise in systems,9,Theory
EE,EE5351,Linear Algebra Techniques for data analysis and modelling,9,Theory
EE,EE2703,Applied Programming Lab,6,Lab
EE,EE5177,Machine Learning for Computer Vision,12,Theory
EE,EE6418,Dynamic Games: Theory and Applications,9,Theory
EE,EE2019,Analog Systems and Lab,17,Theory
EE,EE6324,Phase-Locked Loops,12,Theory
EE,EE6143,Advanced Topics in Communications,9,Theory
EE,EE3006,Principles of Measurement,8,Oral
EE,EE6505,"Waveguides, Microwave Circuits, and Antennas",12,Theory
EE,IL3910,Industrial Lecture,1,Oral
EE,IL5020,Industrial Lecture,1,Theory
EE,IL6020,Industrial Lecture,1,Theory
EE,EE5504,Fiber Optic Communication Technology,12,Theory
EE,EE5505,Wave Propagation in Communication,9,Theory
EE,EE6901+,M.Tech. Project,30,Practical
EE,EE5343,Solar Cell Device Physics and Materials Technology,9,Theory
EE,EE5332,Mapping Signal Processing Algorithms to DSP Architectures,12,Theory
EE,EE5341,MOS Device Modeling & Characterization,9,Theory
EE,EE3203,Power Electronics,10,Theory
EE,EE6403,Transducers,12,Theory
EE,EE2004,Digital Signal Processing,11,Theory
EE,EE3001,Solid State Devices,11,Theory
EE,EE4502,Optics for Engineers,12,Theory
EE,IL4103,Industrial Lecture,1,Oral
EE,EE1101,Signals and Systems,10,Theory
EE,EE5325,Power Management Integrated Circuits,12,Theory
EE,EE6325,Advanced Power Management Systems,12,Theory
EE,EE3110,Probability Foundations for Electrical Engineers,12,Theory
EE,EE3313,Device Modelling,10,Theory
EE,EE5413,Linear Dynamical Systems,12,Theory
EE,EE6412,Optimal Control,12,Theory
EE,EE5131,Selected Topics in Digital Signal Processing,9,Theory
EE,EE5161,Modern Coding Theory,9,Theory
EE,EE5160,Error Control Coding,9,Theory
EE,EE8008,GIAN 61003D01: Advanced Group-IV Semiconductor Electronic and Optoelectronic devices,3,Theory
EE,EE8009,"GIAN 161003D03- Silicon Photonics: Linear, Nonlinear, and Quantum Integrated Photonics Devices and Circuits",6,Theory
EE,EE8007,"GIAN :Microwave Photonics- Technologies, Systems and Networks",6,Theory
EE,EE7500,Advanced Topics in RF and Photonics,9,Theory
EE,EE6265,Power System Operation and Planning,9,Theory
EE,EE5262,Distributed Generation and Microgrid Systems,9,Theory
EE,EE3701,Microprocessor Laboratory,6,Lab
EE,EE4131,Analog and Digital Filters,9,Theory
EE,EE6110,Adaptive Signal Processing,12,Theory
EE,EE6407,Instrumentation for Ocean Technology,9,Theory
EE,EE3003,Power Systems,10,Theory
EE,EE6500,Integrated Optoelectronics Devices and Circuits,12,Theory
EE,EE4371,Introduction to Data Structures and Algorithms,9,Theory
EE,EE4701,Advanced EE Laboratory,6,Lab
EE,EP3200,Photonics,10,Theory
EE,EE8011,GIAN161003D05: Computational Techniques for Frequency-domain and Perturbation Analysis of Electronic and Multi-Physics Systems,3,Theory
EE,EE8010,GIAN161003D04: Fundamentals of Numerical Modelling and Simulation of Multi-Physics and Multi-Domain Systems,3,Theory
EE,EE8012,GIAN161003D06: Near/sub-threshold circuits and architectures for microprocessors,3,Theory
EE,EE3004,Control Engineering,11,Theory
EE,EE3005,Communication Systems,10,Theory
EE,EE5253,Computer Methods in Power Systems Analysis,9,Theory
EE,EE5150,Communication Networks,12,Theory
EE,EE5163,Digital Signal Compression,9,Theory
EE,EE5310,Analog Electronic circuits,12,Theory
EE,EE5311,Digital IC Design,12,Theory
EE,EE5312,VLSI Technology,12,Theory
EE,EE6430,Fundamentals of  Linear Optimization,9,Theory
EE,EE1100#,Basic Electrical Engineering,10,Theory
EE,EE1101#,Signals and Systems,10,Theory
EE,EE3007,RF and Optical Communication,9,Theory
EE,EE5257,Energy Management Systems and SCADA,9,Theory
EE,EE5200,Power Converter Analysis and Design,9,Theory
EE,EE5201,Modelling and Analysis of Electric Machines,9,Theory
EE,EE1100,Basic Electrical Engineering,10,Theory
EE,EE5151,Communication Techniques,12,Theory
EE,NUS010,Systems & Control,12,Theory
EE,NUS020,Digital Communications,12,Theory
EE,NUS030,Microwave Circuits & Devices,12,Theory
EE,NUS040,Image Processing,12,Theory
EE,NUS070,Engineering Electromagnetics,12,Theory
EE,NUS080,Advanced Control Systems,12,Theory
EE,NUS090,Power System Management and Protection,12,Theory
EE,NUS120,Embedded Hardware System Design,12,Theory
EE,EE6021,Introduction to Research,0,Oral
EE,EE5155,Wireless Networks,12,Theory
EE,EE6253,Power System Control and Stability,9,Theory
EE,EE3402,Sensing Techniques and Sensor Systems,11,Theory
EE,EE5162,Topics in Information Theory,9,Theory
EE,EE5260,Power Quality,9,Theory
EE,EE5340,Micro Electro Mechanical Systems,9,Theory
EE,EE5203,Switched Mode Power Conversion,9,Theory
EE,EE6506,Computational Electrogmagnetics,12,Theory
EE,EE5180W,Introduction to Machine Learning,12,Theory
EE,EE6999,Special Topics in Electrical Engineering,9,
EE,EE7999,Special Topics in Electrical Engineering,9,
EE,EE8015,GIAN 151003D01 Millimeter Wave Integrated Circuits: 60GHz and Beyond,6,Theory
EE,EE2025,Engineering Electromagnetics,10,Theory
EE,EE1102,Introduction to Programming,12,Theory
EE,EC3170,Microprocessor Lab,3,Lab
EE,NUS390,Computer Architecture,12,Theory
EE,NUS400,Industrial Control Systems,12,Theory
EE,NUS410,Integrated Analog Design,12,Theory
EE,NUS420,Electric Drives and Control,12,Theory
EE,NUS430,Power Semiconudctor Devices and ICs,12,Theory
EE,ID3010,"Sensory, Motor and Language Disorders",9,Theory
EE,ID3020,Design of Assistive Devices,9,Theory
EE,EE4708,Data Analytics Laboratory,6,Lab
EE,EE8013,GIAN171003D01: Coupling-Matrix Design of Advanced RF/Microwave Filters,3,Theory
EE,EE5204,Electric Vehicles and Renewable Energy,9,Theory
EE,EE5254,High Voltage Technology,9,Theory
EE,EE6341,Compact Modeling of Devices in Integrated Circuit Design,12,Theory
EE,EE6343,Special Electronic Devices,9,Theory
EE,EE8014,GIAN171003D02: Quantum error correction and its relations to statistical physics,3,Theory
EE,EE6326,Integrated Circuit Design and Testing,12,Lab
EE,ID5841,Quantum Computing Lab,3,Lab
EE,EE6903,M.Tech Project 3,30,Practical
EE,EE6902,M.Tech Project 2,30,Practical
EE,EE6901,M.Tech Project 1,25,Practical
EE,EE6258,DC Power Transmission Systems,9,Theory
EE,EE2001,Digital Systems & Lab,16,Lab
EE,EE6323,Wireless System Design,9,Theory
EE,EE5121,Convex Optimization,12,Theory
EE,EE6133,Multirate Digital Signal Processing,9,Theory
EE,EE5156,Internet of Things and Management of discrete entities,6,Theory
EE,EE5143,Information Theory,9,Theory
EE,ID5590,Project I,15,Practical
EE,ID5591,Project II,30,Practical
EE,ID5592,Project III,40,Practical
EE,EE6180,Advanced Topics in Artificial Intelligence,9,Theory
EE,EE5003,Electrical Networks and Systems,10,Theory
EE,EE6419,Geometric Nonlinear Control Theory,9,Theory
EE,EE5175,Image Signal Processing,12,Theory
EE,EE4903,Mini Project 3,9,Practical
EE,EE4901,Mini Project 1,9,Practical
EE,EE5400,Analog and Digital Circuits,12,Theory
EE,EE5401,Measurements and Instrumentation,12,Theory
EE,EE6700,Advanced Photonics Laboratory,9,Lab
EE,EE7101,Directed Study on Research Topics,12,Theory
EE,EE7201,Directed Study on Research Topics,12,Theory
EE,EE7301,Directed Study on Research Topics,12,Theory
EE,EE7401,Directed Study on Research Topics,12,Theory
EE,EE7501,Directed Study on Research Topics,12,Theory
EE,IL4020,Industrial Lecture,1,Oral
EE,EE6402,Biomedical Electronic Systems,9,Theory
EE,EE6404,Power System Instrumentation,9,Theory
EE,EE6362,Advanced Topics in Microelectronics and MEMS,9,Theory
EE,EE6132,Advanced Topics in Signal Processing,9,Theory
EE,EE6152,Advanced Topics in Networks,9,Theory
EE,EE6331,Embedded Memory Design,9,Theory
EE,EE6501,Optical Sensors,9,Theory
EE,EE6345,Advanced Memory Technology,9,Theory
EE,EE6431,Nonsmooth analysis in control and optimization,9,Theory
EE,EE5180,Introduction to Machine Learning,12,Theory
EE,EE5111,Estimation Theory,12,Theory
EE,EE5112,Detection Theory,12,Theory
EE,EE5113,Detection and Estimation Theory,12,Theory
EE,EE6255,Power System Protection,9,Theory
EE,EE6260,Digital Simulation of Power Systems,9,Theory
EE,EE6321,VLSI Data Conversion Circuits,12,Theory
EE,EE6140,Multi-Antenna Digital Communications,12,Theory
EE,EE6141,Multicarrier Communications,12,Theory
EE,EE6130,Advanced Topics in Signal Processing,9,Theory
EE,EE5153W,Foundations of Optical Networking,12,Theory
EE,EE5140W,Digital Modulation and Coding,12,Theory
EE,EE5141W,Introduction to Wireless and Cellular Communication,12,Theory
EE,EE5110W,Probability Foundations for Electrical Engineers,12,Theory
EE,EE5120W,Applied Linear Algebra I for EE,12,Theory
EE,EE5150W,Communication Networks,12,Theory
EE,EE5311W,Digital IC Design,12,Theory
EE,EE5310W,Analog Electronic circuits,12,Theory
EE,EE6320W,RF Integrated Circuits,9,Theory
EE,EE5003W,Electrical Networks and Systems,10,Theory
EE,EE5130W,Digital Signal Processing,12,Theory
EE,EE5506,Fundamentals of Radar Technology,9,Theory
EE,EE5313W,Semiconductor Device Modelling,12,Theory
EE,EE6112,Topics in Random Processes and Concentrations,12,Theory
EE,EE6203,Power Electronic System Design,9,Theory
EE,EE6417,Advanced Topics in Control Systems,9,Theory
EE,EE5410,Introduction to Digital Signal Processing,12,Theory
EE,EE6491,Advanced Topics in Instrumentation-1,9,Theory
EE,EE4902,Mini Project 2,9,Practical
EE,EE3703,Analog Circuits Laboratory,6,Lab
EE,EE6000,Seminar,3,
EE,EE6131,Digital Filter Design,9,Theory
EE,EE6111,Spectral Estimation,9,Theory
EE,EE1103,Numerical Methods,12,Theory
EE,EE8005,GIAN 161003M02: Complex Light,6,Theory
EE,EE5419,Advanced Control Laboratory,6,Lab
EE,EE4348,Quantum Electronics and Lasers,9,Theory
EE,EE5004,Seminar on the history of Electrical Engineering,3,
EE,ID4901,Undergraduate Research Project (YRF),9,Practical
EE,ID4902,Undergraduate Research Project-II (YRF),9,Practical
EE,EE5345,Semiconductor Power Devices,9,Theory
EE,EE5346,Introduction to Plastic Electronics,9,Theory
EE,EE5501,Photonics Laboratory,6,Lab
EE,EE5507,RF Systems Laboratory,6,Lab
EE,EE5142W,Introduction to Information Theory and Coding,12,Theory
EE,EE5312W,VLSI Technology,12,Theory
EE,EE6903+,M.Tech Project 3,40,Practical
EE,ID4200,Creative Engineering Project II,18,Practical
EE,EE6180W,Advanced Topics in Artificial Intelligence,9,Theory
EE,EE5178,Modern Computer Vision,12,Theory
EE,EE5179,Deep Learning for Imaging,12,Theory
HS,HS6017,History of Science and the Public,9,Theory
HS,HS6560,Introduction to Contemporary Tibet,10,
HS,HS4870,Climate Economics,9,Theory
HS,HS6520,Culture and Development,9,Theory
HS,HS6580,Indian Cultural Studies,9,Theory
HS,HS6570,Food Cultures,9,Theory
HS,HS7570,"Historiography of Science, Technology and Medicine",9,Theory
HS,BSCHS1001,BASIC ENGLISH - ENGLISH 1,10,Theory
HS,MP5210,Financial Management,2,Theory
HS,HS4850,Astronomy in India,9,Theory
HS,HS4860,Mathematics in India,9,Theory
HS,BSCHS1002,ADVANCED ENGLISH - ENGLISH 2,10,Theory
HS,HS2130,Contemporary German Philosophy,9,Theory
HS,HS2140,Literature in Translation,9,Theory
HS,HS2160,Indian Constitution:Text & Practice,10,Theory
HS,HS2012,International Relations: Theory and Practice,9,Theory
HS,HS2190,Contemporary India:A Sociological Perspective,10,Theory
HS,HS2013,Indian Economic Development,9,Theory
HS,HS1141,World Literature,9,Theory
HS,HS1100,German II,9,Theory
HS,HS1120,French II,9,Theory
HS,HS1210,"English - ""O"" level",0,Theory
HS,HS1110,French I,9,Theory
HS,HS1030,Perspectives in Social Sciences,10,Theory
HS,HS1050,Principles of Economics,10,Theory
HS,HS1070,Logic,10,Theory
HS,HS3130,Communication,12,Theory
HS,HS2310,Indian Economic Development,12,Theory
HS,HS1020,Aspects of Western Philosophy,10,Theory
HS,HS5017,Foundations of Language Studies,9,Theory
HS,HS4570,Gandhian Thought,12,Theory
HS,HS4350,Contemporary Issues in Development,9,Theory
HS,MS7520,Supply Chain Contracts,6,Theory
HS,HS1090B,German I,9,Theory
HS,HS1110B,French I,9,Theory
HS,HS3420,China in Contemporary Global Politics,9,Theory
HS,HS5900,ICT and Development,9,Theory
HS,HS7580,Science and Technology in the 20th Century,9,Theory
HS,HS3013A,Human Rights and Justice,10,Theory
HS,HS6260,Globalization and Change,10,Theory
HS,HS4100,German III,10,Theory
HS,HS2030A,Modern Govt & Comparative Constitutions,9,Theory
HS,HS402N,Indian Classics and  Cultural Values,9,Theory
HS,HS2450,Economics for Industrial Orgns.,9,Theory
HS,HS2040,Indian National Movement,9,Theory
HS,HS4450,Introduction to European Philosophy,9,Theory
HS,HS3010,Creative Writing,9,Theory
HS,HSPCT0,Preparatory Course - English,0,Theory
HS,HS1090,German I,9,Theory
HS,HS4290,Development Alternatives,9,Theory
HS,HS5080,Human Rights and Justice,12,Theory
HS,HS5010,Feminism Concept & Theories,12,Theory
HS,HS5030,Urbanization and Development,12,Theory
HS,HS5070,Science and Society,12,Theory
HS,HS5920,Indian Art,9,Theory
HS,HS1010,Perspectives in English Studies,10,Theory
HS,HS5630,Fiction,12,Theory
HS,HS4420,Technology & Development,9,Theory
HS,HM1140,IT Lab,6,Lab
HS,HM2380,Matmatics for Economists,12,Theory
HS,HS1060,Ancient Civilizations,9,Theory
HS,HS3140,Field Methods and Report Writing,12,Theory
HS,HS3160,Philosophy of Development,12,Theory
HS,HS3180,Decentralization and Governance,12,Theory
HS,HS3200,Macroeconomics I,12,Theory
HS,HS3220,Econometrics I,12,Theory
HS,HS3240,Shakespeare,10,Theory
